country,date,Domestic Aviation,Ground Transport,Industry,International Aviation,Power,Residential,country_enc
ROW,2022-10-08,0.168837,6.51608,10.35,0.617531,8.55586,1.74128,
ROW,2022-10-09,0.178176,5.97766,9.97858,0.607487,8.41602,1.8504,
ROW,2022-10-10,0.191099,6.2394,10.8045,0.565035,8.90599,1.88779,
ROW,2022-10-11,0.187195,6.74952,11.0208,0.563618,9.00632,1.83338,
ROW,2022-10-12,0.19093,6.92148,10.8,0.585506,9.06851,1.72802,
ROW,2022-10-13,0.191786,6.89971,10.9398,0.589272,9.07953,1.74138,
ROW,2022-10-14,0.19406,6.70549,10.4079,0.602317,8.76233,1.7704,
ROW,2022-10-15,0.168664,6.45377,10.1912,0.626004,8.59811,1.69027,
ROW,2022-10-16,0.181383,5.92034,10.0375,0.620325,8.3543,1.6868,
ROW,2022-10-17,0.191753,6.46724,10.6074,0.574492,9.06064,1.77094,
ROW,2022-10-18,0.18647,6.9259,10.5404,0.567295,8.88494,1.89419,
ROW,2022-10-19,0.187955,6.99317,10.4085,0.587239,8.68674,2.11193,
ROW,2022-10-20,0.191927,6.96489,10.0614,0.598112,8.44785,1.98466,
ROW,2022-10-21,0.194037,6.71875,10.3938,0.606176,8.59511,1.9257,
ROW,2022-10-22,0.167675,6.30701,9.9152,0.631254,8.16811,2.0403,
ROW,2022-10-23,0.178664,5.70876,9.73599,0.621527,7.8801,2.11571,
ROW,2022-10-24,0.190494,6.49535,10.2235,0.577788,8.41973,2.08363,
ROW,2022-10-25,0.185868,6.85847,10.4805,0.569096,8.69966,2.06285,
ROW,2022-10-26,0.187911,6.99323,10.3413,0.59311,8.62326,2.0413,
ROW,2022-10-27,0.193239,7.00137,10.0518,0.602889,8.49788,2.03795,
ROW,2022-10-28,0.195124,6.87821,9.87435,0.605434,8.19674,2.07127,
ROW,2022-10-29,0.164659,6.53077,9.76093,0.622281,8.04773,2.18801,
ROW,2022-10-30,0.173032,6.02588,9.31713,0.629454,7.58494,2.28216,
ROW,2022-10-31,0.186195,6.48833,10.1919,0.598672,8.43104,2.31634,
ROW,2022-11-01,0.180453,6.82444,10.7886,0.590476,8.4676,2.31,
ROW,2022-11-02,0.184708,6.99087,10.8261,0.601227,8.35167,2.58444,
ROW,2022-11-03,0.186756,7.03065,11.1526,0.609034,8.67931,2.60061,
ROW,2022-11-04,0.190069,6.88352,11.2646,0.627924,8.76798,2.65604,
ROW,2022-11-05,0.163656,6.58477,10.613,0.64447,8.30548,2.58946,
ROW,2022-11-06,0.171756,6.06463,10.3174,0.640622,7.83118,2.60214,
ROW,2022-11-07,0.186662,6.62806,10.9502,0.602472,8.56554,2.88024,
ROW,2022-11-08,0.183287,6.98252,11.2504,0.588999,8.62364,3.12607,
ROW,2022-11-09,0.186739,7.0499,10.5642,0.59397,8.27736,3.11449,
ROW,2022-11-10,0.192021,7.02757,10.7573,0.609465,8.37788,3.00347,
ROW,2022-11-11,0.192892,6.83086,10.9153,0.625253,8.63886,2.92737,
ROW,2022-11-12,0.16476,6.44112,10.1869,0.638661,7.96234,2.92002,
ROW,2022-11-13,0.175414,6.00229,9.94677,0.644275,7.62033,3.08929,
ROW,2022-11-14,0.189057,6.47445,10.4452,0.601402,8.07881,3.08703,
ROW,2022-11-15,0.185528,6.95218,10.9153,0.589137,8.36924,3.62022,
ROW,2022-11-16,0.188753,7.02816,10.7821,0.60433,8.23179,3.25202,
ROW,2022-11-17,0.193994,7.0179,10.4338,0.608509,8.23408,3.088,
ROW,2022-11-18,0.195224,6.85016,10.3558,0.624771,8.09305,3.04552,
ROW,2022-11-19,0.165347,6.58812,10.0775,0.643542,7.6956,3.07501,
ROW,2022-11-20,0.173964,6.07733,9.60445,0.653722,7.32125,3.14642,
ROW,2022-11-21,0.18889,6.46111,10.0578,0.603794,7.67175,3.06659,
ROW,2022-11-22,0.185638,6.9157,10.5111,0.590851,8.10336,3.00389,
ROW,2022-11-23,0.190055,6.94599,10.6645,0.603211,8.29481,2.94716,
ROW,2022-11-24,0.190014,6.91966,10.5754,0.599007,8.35087,3.01344,
ROW,2022-11-25,0.194875,6.1329,10.5604,0.618658,8.27665,3.04316,
ROW,2022-11-26,0.166343,6.27418,9.98948,0.641191,7.76598,3.23333,
ROW,2022-11-27,0.177483,5.88495,9.79056,0.653027,7.56402,3.35884,
ROW,2022-11-28,0.189853,6.43536,10.6959,0.605078,8.23878,3.42212,
ROW,2022-11-29,0.183411,6.88855,10.8676,0.591257,8.59204,3.54075,
ROW,2022-11-30,0.184641,6.99015,11.0505,0.60859,8.57614,3.68302,
ROW,2022-12-01,0.19286,6.96556,10.9877,0.623248,8.38874,4.07262,
ROW,2022-12-02,0.1945,6.81543,10.5022,0.636952,8.15788,4.14111,
ROW,2022-12-03,0.166487,6.5717,10.0946,0.650854,7.72805,3.986,
ROW,2022-12-04,0.179178,6.04699,9.60473,0.658007,7.37832,4.36339,
ROW,2022-12-05,0.189837,6.4967,10.3336,0.61283,7.87075,4.57591,
ROW,2022-12-06,0.188537,6.96846,10.7113,0.606871,8.21216,4.48781,
ROW,2022-12-07,0.190427,7.00809,10.4411,0.621416,7.95899,4.40253,
ROW,2022-12-08,0.196308,6.99543,10.2884,0.629582,7.82036,4.33297,
ROW,2022-12-09,0.196351,6.82307,10.1622,0.644221,7.95903,4.34434,
ROW,2022-12-10,0.168917,6.56522,10.0225,0.655169,7.70709,4.45681,
ROW,2022-12-11,0.177458,6.09059,10.1878,0.667591,7.74089,4.40226,
ROW,2022-12-12,0.190971,6.56935,10.1614,0.62499,7.93752,4.2724,
ROW,2022-12-13,0.189981,6.92564,10.7652,0.616342,8.33202,4.12503,
ROW,2022-12-14,0.193119,6.96823,10.4471,0.639504,8.09962,4.1094,
ROW,2022-12-15,0.195242,7.00265,10.6448,0.652295,8.18673,3.96273,
ROW,2022-12-16,0.197641,6.80576,10.2157,0.668949,7.89865,3.84502,
ROW,2022-12-17,0.175439,6.58714,9.5757,0.689914,7.47089,4.07687,
ROW,2022-12-18,0.181672,6.16384,9.55134,0.697852,7.15409,4.58582,
ROW,2022-12-19,0.193854,6.39905,10.2097,0.6629,7.81988,4.75098,
ROW,2022-12-20,0.191781,6.87099,10.277,0.65264,7.90664,4.55109,
ROW,2022-12-21,0.194011,6.94811,10.4703,0.67507,8.21743,4.71122,
ROW,2022-12-22,0.197865,7.00066,10.6387,0.685339,8.42192,4.81132,
ROW,2022-12-23,0.190916,6.81153,10.2752,0.681554,8.14725,4.8273,
ROW,2022-12-24,0.160265,6.4163,9.87948,0.670725,7.82613,4.91695,
ROW,2022-12-25,0.149957,5.55404,9.55336,0.647343,7.4616,4.86924,
ROW,2022-12-26,0.179781,5.31738,9.87583,0.646109,7.48608,4.8036,
ROW,2022-12-27,0.188545,6.15631,10.0391,0.656372,7.61513,4.81128,
ROW,2022-12-28,0.189762,6.43166,9.96007,0.679049,7.66478,5.14071,
ROW,2022-12-29,0.191987,6.45997,10.03,0.672508,7.68748,5.16519,
ROW,2022-12-30,0.192798,6.36501,10.0001,0.683183,7.70567,5.1092,
ROW,2022-12-31,0.1613,6.04449,9.58565,0.668018,7.48731,5.05516,
ROW,2023-01-01,0.155611,5.33664,8.54831,0.652093,7.30686,5.03022,
ROW,2023-01-02,0.189208,5.09109,9.02244,0.678084,7.50556,5.02595,
ROW,2023-01-03,0.193686,6.06919,9.28516,0.669273,7.98647,4.96787,
ROW,2023-01-04,0.194302,6.58359,9.82157,0.680399,8.18542,4.87087,
ROW,2023-01-05,0.192229,6.70529,9.68109,0.675328,8.07993,4.83538,
ROW,2023-01-06,0.194532,6.56567,8.98982,0.695044,7.71927,4.9368,
ROW,2023-01-07,0.173473,6.20069,9.13022,0.712844,7.7084,4.9749,
ROW,2023-01-08,0.182579,5.62738,9.18691,0.722049,7.64724,5.0505,
ROW,2023-01-09,0.191939,6.30169,9.7972,0.662316,8.42554,5.03163,
ROW,2023-01-10,0.184372,6.84001,9.84349,0.643407,8.64225,5.36,
ROW,2023-01-11,0.184054,6.89866,10.1111,0.647513,8.6921,5.88685,
ROW,2023-01-12,0.187135,6.91752,9.6968,0.657133,8.72725,6.00341,
ROW,2023-01-13,0.190741,6.78171,9.63696,0.667869,8.46544,5.94931,
ROW,2023-01-14,0.16582,6.4071,9.01456,0.685995,7.92053,5.71363,
ROW,2023-01-15,0.17469,5.8453,8.75103,0.69868,7.34826,5.68066,
ROW,2023-01-16,0.189786,6.29394,9.76763,0.647964,8.4241,5.94032,
ROW,2023-01-17,0.185766,6.82791,10.0226,0.63329,8.74365,5.68403,
ROW,2023-01-18,0.189805,6.95441,10.1036,0.643689,8.84982,5.55506,
ROW,2023-01-19,0.192474,6.93656,9.98655,0.652505,8.77111,5.38651,
ROW,2023-01-20,0.196387,6.6828,9.9593,0.673012,8.75483,5.70029,
ROW,2023-01-21,0.166151,6.35239,9.73892,0.688003,8.49259,5.49432,
ROW,2023-01-22,0.170953,5.76918,9.49793,0.682099,8.3055,5.39139,
ROW,2023-01-23,0.187975,6.33435,10.1094,0.630824,8.9275,5.47046,
ROW,2023-01-24,0.183915,6.79592,10.2042,0.614865,9.08582,5.91393,
ROW,2023-01-25,0.190697,6.85881,10.2968,0.632391,8.9843,6.06009,
ROW,2023-01-26,0.185776,6.64086,10.1016,0.63968,8.83847,5.72892,
ROW,2023-01-27,0.190618,6.60091,10.1837,0.642947,8.99883,5.7249,
ROW,2023-01-28,0.171609,6.42626,9.83544,0.670042,8.56861,5.61709,
ROW,2023-01-29,0.174673,5.90775,9.75645,0.67987,8.36086,5.38124,
ROW,2023-01-30,0.188026,6.49226,10.33,0.626381,8.997,5.10331,
ROW,2023-01-31,0.181262,6.95588,10.4809,0.619509,9.12991,4.75764,
ROW,2023-02-01,0.184159,7.00169,10.6225,0.63726,9.01816,4.94401,
ROW,2023-02-02,0.187647,7.00383,10.61,0.648317,8.81716,4.9876,
ROW,2023-02-03,0.191064,6.85323,10.7517,0.668621,8.80061,5.22267,
ROW,2023-02-04,0.164735,6.49069,10.3556,0.682121,8.48239,5.33387,
ROW,2023-02-05,0.171684,5.86019,10.1047,0.689822,8.25669,4.91992,
ROW,2023-02-06,0.186605,6.48333,10.3553,0.647544,8.51292,4.74274,
ROW,2023-02-07,0.184322,6.93126,10.9917,0.621243,8.95501,4.79146,
ROW,2023-02-08,0.188805,7.00258,10.9303,0.645525,9.16654,5.14437,
ROW,2023-02-09,0.191785,6.98856,11.1785,0.651311,9.38575,5.56828,
ROW,2023-02-10,0.1957,6.81346,11.0908,0.669804,9.08956,5.71906,
ROW,2023-02-11,0.167538,6.47216,10.2921,0.691576,8.6391,5.61205,
ROW,2023-02-12,0.174684,5.92812,10.1677,0.693869,8.169,5.28043,
ROW,2023-02-13,0.185095,6.39313,10.6406,0.641193,8.66479,5.12626,
ROW,2023-02-14,0.181222,6.94263,10.8749,0.631911,8.85457,5.11878,
ROW,2023-02-15,0.18855,7.03598,11.0794,0.658539,9.01575,4.92672,
ROW,2023-02-16,0.189576,6.95129,10.8765,0.663277,8.99544,4.91516,
ROW,2023-02-17,0.193593,6.77524,10.9787,0.662084,9.05543,5.02806,
ROW,2023-02-18,0.168483,6.41255,10.3808,0.70553,8.64093,4.77931,
ROW,2023-02-19,0.175589,5.84244,9.81109,0.707492,8.00789,4.33128,
ROW,2023-02-20,0.187684,6.28507,10.522,0.659425,8.5489,4.10116,
ROW,2023-02-21,0.18524,6.74568,10.3115,0.638452,8.61785,3.9479,
ROW,2023-02-22,0.188914,6.89344,10.6541,0.668939,8.76556,3.93852,
ROW,2023-02-23,0.187324,6.97757,10.7659,0.660348,8.87662,3.89923,
ROW,2023-02-24,0.193374,6.75404,10.7699,0.675413,8.83356,4.07773,
ROW,2023-02-25,0.165421,6.45883,10.0113,0.69255,8.37421,4.24646,
ROW,2023-02-26,0.174396,5.94126,9.87301,0.707627,8.00846,3.92084,
ROW,2023-02-27,0.188996,6.52204,11.0565,0.65742,9.12408,3.67376,
ROW,2023-02-28,0.182702,7.01277,11.3046,0.631368,9.37868,3.61681,
ROW,2023-03-01,0.189653,7.03509,10.3525,0.659423,9.21187,3.37541,
ROW,2023-03-02,0.19026,7.02624,10.5854,0.662208,9.37071,3.29794,
ROW,2023-03-03,0.195278,6.8767,10.1686,0.673428,9.07767,3.29273,
ROW,2023-03-04,0.161695,6.64853,9.76738,0.681876,8.72319,3.09166,
ROW,2023-03-05,0.177037,6.00314,9.57118,0.70742,8.10509,2.95863,
ROW,2023-03-06,0.191976,6.57288,10.0912,0.656928,8.76207,2.77439,
ROW,2023-03-07,0.187023,6.9416,10.205,0.634366,8.96215,2.92132,
ROW,2023-03-08,0.185632,6.82787,10.4821,0.653559,9.06116,2.95081,
ROW,2023-03-09,0.190728,6.97667,10.7246,0.657229,9.40071,2.81066,
ROW,2023-03-10,0.194888,6.8637,10.8978,0.676997,9.60238,2.6989,
ROW,2023-03-11,0.16519,6.59385,10.3538,0.692439,9.09032,2.68453,
ROW,2023-03-12,0.174286,6.04033,9.85795,0.716175,8.77339,2.84015,
ROW,2023-03-13,0.18813,6.41322,10.6999,0.6589,9.15233,2.86938,
ROW,2023-03-14,0.186289,6.94679,10.6612,0.643494,9.46138,2.80652,
ROW,2023-03-15,0.190709,7.00335,10.8967,0.661371,9.62541,2.79585,
ROW,2023-03-16,0.191599,6.97835,10.7955,0.669747,9.34172,2.90202,
ROW,2023-03-17,0.197924,6.88256,10.6027,0.680563,9.54047,2.91258,
ROW,2023-03-18,0.167725,6.6006,9.92077,0.702556,8.74104,2.96443,
ROW,2023-03-19,0.177472,6.06061,9.88764,0.715044,8.60353,3.11726,
ROW,2023-03-20,0.193263,6.53241,9.99857,0.66906,8.45454,3.02974,
ROW,2023-03-21,0.187107,6.92791,10.5596,0.646741,9.09594,2.94332,
ROW,2023-03-22,0.188261,6.97678,10.6558,0.654369,9.3487,2.98161,
ROW,2023-03-23,0.183356,6.64688,10.6301,0.657343,9.41893,2.78596,
ROW,2023-03-24,0.190993,6.55403,10.6849,0.67405,9.44371,2.6368,
ROW,2023-03-25,0.161608,6.17976,10.3866,0.696919,8.95156,2.55294,
ROW,2023-03-26,0.173296,5.70423,10.004,0.704929,8.71828,2.50882,
ROW,2023-03-27,0.188223,6.56228,10.939,0.645344,9.56129,2.56225,
ROW,2023-03-28,0.183616,6.86548,11.2005,0.659034,9.78767,2.64548,
ROW,2023-03-29,0.185302,6.9077,10.8679,0.675785,9.34613,2.70189,
ROW,2023-03-30,0.189176,6.89562,10.4043,0.675791,9.11704,2.76595,
ROW,2023-03-31,0.190792,6.75429,10.5221,0.695925,9.21511,2.89992,
ROW,2023-04-01,0.162084,6.37202,10.1149,0.721335,8.93736,2.8465,
ROW,2023-04-02,0.172163,5.87933,9.89565,0.716108,8.58433,2.86951,
ROW,2023-04-03,0.18705,6.53141,10.3855,0.678546,8.98501,2.64893,
ROW,2023-04-04,0.184733,6.83117,10.4948,0.665458,9.17982,2.52478,
ROW,2023-04-05,0.18538,6.8763,10.4719,0.673284,9.08447,2.56962,
ROW,2023-04-06,0.1869,6.82272,10.4252,0.683399,8.988,2.47886,
ROW,2023-04-07,0.179322,6.302,9.51388,0.692099,8.15113,2.50636,
ROW,2023-04-08,0.156717,5.81882,9.17079,0.710561,7.85704,2.42668,
ROW,2023-04-09,0.171401,5.54931,9.24741,0.712781,7.80416,2.2896,
ROW,2023-04-10,0.18787,5.84077,10.0923,0.679132,8.45958,2.17533,
ROW,2023-04-11,0.185253,6.70832,10.3559,0.661897,8.85924,2.12884,
ROW,2023-04-12,0.189724,6.80788,10.0814,0.665326,8.84494,2.2355,
ROW,2023-04-13,0.195346,6.82636,10.3514,0.681089,8.806,2.29731,
ROW,2023-04-14,0.196113,6.62065,9.94304,0.691636,8.63174,2.30806,
ROW,2023-04-15,0.173477,6.26904,10.095,0.714377,8.5679,2.24463,
ROW,2023-04-16,0.182015,5.73973,9.77117,0.709186,8.34067,2.3129,
ROW,2023-04-17,0.196452,6.29948,10.2657,0.674138,8.73196,2.35882,
ROW,2023-04-18,0.195809,6.70468,10.6957,0.66416,9.04959,2.32918,
ROW,2023-04-19,0.187407,6.75511,10.393,0.642494,9.04785,2.11629,
ROW,2023-04-20,0.202084,6.57858,10.4076,0.68705,9.15747,2.1133,
ROW,2023-04-21,0.196889,6.2044,10.7379,0.694967,9.35913,2.05065,
ROW,2023-04-22,0.16576,6.04756,10.372,0.714944,9.14424,1.94735,
ROW,2023-04-23,0.176472,5.54899,10.047,0.720885,8.69347,1.9023,
ROW,2023-04-24,0.191561,5.81871,10.4764,0.692395,9.12095,1.92806,
ROW,2023-04-25,0.192054,6.0869,10.4481,0.70552,9.15164,1.98236,
ROW,2023-04-26,0.180855,6.51458,10.6409,0.693334,9.16747,1.98354,
ROW,2023-04-27,0.197895,6.53692,10.4886,0.702791,9.03488,1.9487,
ROW,2023-04-28,0.203513,6.55552,10.4566,0.712837,9.11146,1.85736,
ROW,2023-04-29,0.17415,6.35633,10.2754,0.726174,8.91205,1.95688,
ROW,2023-04-30,0.180447,5.94679,9.90993,0.717571,8.50039,1.94754,
ROW,2023-05-01,0.196506,5.9348,9.56355,0.682107,8.61285,1.92122,
ROW,2023-05-02,0.196006,6.85087,9.7185,0.671939,8.80891,1.9092,
ROW,2023-05-03,0.199825,6.98642,9.61085,0.680896,8.84142,1.89214,
ROW,2023-05-04,0.197799,6.87271,9.87698,0.68541,9.32827,1.9009,
ROW,2023-05-05,0.198098,6.73381,10.0961,0.696835,9.23515,1.81251,
ROW,2023-05-06,0.173125,6.46459,9.80752,0.705743,8.89362,1.73103,
ROW,2023-05-07,0.181808,6.03695,9.27696,0.706953,8.46882,1.71118,
ROW,2023-05-08,0.196299,6.50625,9.91045,0.676039,9.04208,1.75607,
ROW,2023-05-09,0.1937,6.86402,9.96989,0.660982,9.24504,1.7774,
ROW,2023-05-10,0.196213,6.9909,9.76932,0.674641,9.08025,1.76855,
ROW,2023-05-11,0.198814,6.99119,9.93022,0.683932,9.09847,1.63331,
ROW,2023-05-12,0.199044,6.80448,9.87578,0.696044,9.09036,1.56881,
ROW,2023-05-13,0.173199,6.52551,9.34302,0.705552,8.76064,1.56196,
ROW,2023-05-14,0.181258,6.0783,9.4035,0.701655,8.51033,1.66529,
ROW,2023-05-15,0.195807,6.59962,10.1032,0.673197,9.21396,1.74106,
ROW,2023-05-16,0.192103,6.92605,10.2654,0.663957,9.66587,1.74979,
ROW,2023-05-17,0.194012,6.95133,10.1729,0.677204,9.72426,1.72568,
ROW,2023-05-18,0.198135,6.82318,10.7348,0.68438,10.019,1.66567,
ROW,2023-05-19,0.196294,6.71125,10.2424,0.691547,9.8281,1.6502,
ROW,2023-05-20,0.166991,6.41628,9.85709,0.693725,9.22634,1.64991,
ROW,2023-05-21,0.182471,5.85546,9.6626,0.707953,8.73272,1.61868,
ROW,2023-05-22,0.196034,6.46382,10.4031,0.670773,9.66346,1.56153,
ROW,2023-05-23,0.192929,6.80942,10.5343,0.661151,9.83035,1.51288,
ROW,2023-05-24,0.195474,6.94585,10.3397,0.673452,9.64819,1.47997,
ROW,2023-05-25,0.201265,6.96624,10.2228,0.691546,9.52848,1.45525,
ROW,2023-05-26,0.203101,6.76481,10.3555,0.706856,9.71908,1.48956,
ROW,2023-05-27,0.176176,6.47496,9.94051,0.711532,9.28012,1.49921,
ROW,2023-05-28,0.185292,5.84578,9.72121,0.706648,8.94313,1.50182,
ROW,2023-05-29,0.198752,6.13008,10.182,0.689186,9.38192,1.48095,
ROW,2023-05-30,0.195499,6.66992,10.3978,0.681204,9.67078,1.4355,
ROW,2023-05-31,0.195499,6.97054,10.3525,0.681204,9.64745,1.4325,
Russia,2019-01-01,0.02073,0.559918,0.571906,0.0264595,2.84668,0.900577,
Russia,2019-01-02,0.034831,0.488672,0.596709,0.0322256,2.97014,0.851385,
Russia,2019-01-03,0.0375244,0.511554,0.616776,0.0325403,3.07002,0.840178,
Russia,2019-01-04,0.0402467,0.514962,0.614247,0.0309358,3.05743,0.877773,
Russia,2019-01-05,0.0377107,0.57264,0.61501,0.0351095,3.06123,0.887479,
Russia,2019-01-06,0.0371817,0.476144,0.614187,0.0326536,3.05714,0.917056,
Russia,2019-01-07,0.0406828,0.48286,0.617546,0.030009,3.07385,0.966753,
Russia,2019-01-08,0.0402567,0.505568,0.626329,0.0320604,3.11757,0.960881,
Russia,2019-01-09,0.0388488,0.536004,0.628514,0.0313108,3.12845,0.952769,
Russia,2019-01-10,0.0396388,0.535733,0.63998,0.0359499,3.18552,0.959594,
Russia,2019-01-11,0.0350665,0.484404,0.646808,0.0289961,3.21951,0.948306,
Russia,2019-01-12,0.0359027,0.589523,0.637165,0.0357114,3.17151,0.910865,
Russia,2019-01-13,0.0375557,0.502512,0.60889,0.0324082,3.03077,0.857819,
Russia,2019-01-14,0.0382832,0.664622,0.613566,0.0302097,3.05405,0.823251,
Russia,2019-01-15,0.0349651,0.674441,0.605983,0.0309742,3.0163,0.799495,
Russia,2019-01-16,0.0312246,0.671128,0.612033,0.0230735,3.04642,0.829276,
Russia,2019-01-17,0.0349705,0.676188,0.622425,0.0298573,3.09814,0.84347,
Russia,2019-01-18,0.0381454,0.68006,0.616891,0.0287724,3.0706,0.795157,
Russia,2019-01-19,0.0349795,0.61154,0.601693,0.0331018,2.99495,0.817584,
Russia,2019-01-20,0.0345593,0.52935,0.602726,0.03008,3.00009,0.849905,
Russia,2019-01-21,0.0359383,0.669344,0.620291,0.028715,3.08752,0.891384,
Russia,2019-01-22,0.0339355,0.677055,0.639939,0.0269348,3.18532,0.996923,
Russia,2019-01-23,0.0334996,0.674253,0.660538,0.0277512,3.28785,1.05675,
Russia,2019-01-24,0.0346416,0.675901,0.663495,0.0301923,3.30257,1.02568,
Russia,2019-01-25,0.0371097,0.680678,0.664482,0.0288866,3.30748,1.03758,
Russia,2019-01-26,0.0325404,0.616303,0.658446,0.030951,3.27744,1.01978,
Russia,2019-01-27,0.0337157,0.549488,0.644632,0.0297492,3.20868,0.980268,
Russia,2019-01-28,0.0319153,0.669316,0.661103,0.0263328,3.29067,0.961391,
Russia,2019-01-29,0.0325916,0.676899,0.650263,0.0274202,3.23671,0.901093,
Russia,2019-01-30,0.0336731,0.673596,0.632478,0.026969,3.14818,0.853095,
Russia,2019-01-31,0.0347836,0.675059,0.628544,0.0297275,3.1286,0.874977,
Russia,2019-02-01,0.0372934,0.678882,0.752736,0.0288075,3.14347,0.94166,
Russia,2019-02-02,0.034454,0.607188,0.752109,0.0309053,3.14085,0.952988,
Russia,2019-02-03,0.0349397,0.532887,0.726559,0.0301564,3.03415,0.939725,
Russia,2019-02-04,0.0366553,0.667973,0.747878,0.0264265,3.12319,0.948205,
Russia,2019-02-05,0.0335809,0.675294,0.756286,0.0266172,3.1583,0.974677,
Russia,2019-02-06,0.0353355,0.672975,0.765006,0.0266945,3.19471,0.956275,
Russia,2019-02-07,0.0351515,0.67393,0.763485,0.0295053,3.18836,0.943095,
Russia,2019-02-08,0.0385186,0.678773,0.754184,0.0282356,3.14952,0.911343,
Russia,2019-02-09,0.0344529,0.601389,0.73863,0.0291754,3.08457,0.891381,
Russia,2019-02-10,0.0353486,0.506756,0.721296,0.0283114,3.01218,0.879721,
Russia,2019-02-11,0.0374002,0.666921,0.742783,0.0258073,3.10191,0.865725,
Russia,2019-02-12,0.0333429,0.675184,0.737634,0.0264491,3.08041,0.833597,
Russia,2019-02-13,0.0351579,0.671714,0.733388,0.024827,3.06267,0.823362,
Russia,2019-02-14,0.0366385,0.673538,0.728296,0.0289266,3.04141,0.814271,
Russia,2019-02-15,0.0400466,0.679184,0.734584,0.0295837,3.06767,0.768605,
Russia,2019-02-16,0.0355603,0.599415,0.714353,0.0318332,2.98318,0.716506,
Russia,2019-02-17,0.0359069,0.508328,0.679457,0.0303917,2.83746,0.703041,
Russia,2019-02-18,0.0377004,0.665208,0.705063,0.0276072,2.94439,0.762298,
Russia,2019-02-19,0.033778,0.67401,0.703257,0.0282235,2.93684,0.812323,
Russia,2019-02-20,0.0348058,0.67371,0.708689,0.0273949,2.95953,0.75425,
Russia,2019-02-21,0.0342541,0.675246,0.71049,0.0283314,2.96705,0.753407,
Russia,2019-02-22,0.0385064,0.679287,0.70107,0.0299399,2.92771,0.823674,
Russia,2019-02-23,0.0356479,0.59238,0.698353,0.0324617,2.91637,0.852839,
Russia,2019-02-24,0.0357344,0.497754,0.672164,0.0310524,2.807,0.812784,
Russia,2019-02-25,0.0375857,0.546616,0.676876,0.0280255,2.82668,0.755291,
Russia,2019-02-26,0.0341897,0.674066,0.671239,0.0265443,2.80314,0.736213,
Russia,2019-02-27,0.0355396,0.669767,0.671112,0.0272565,2.8026,0.755776,
Russia,2019-02-28,0.0347956,0.670934,0.675316,0.0308411,2.82016,0.727633,
Russia,2019-03-01,0.037815,0.679134,0.747174,0.0299756,2.82376,0.715684,
Russia,2019-03-02,0.0358247,0.606145,0.756181,0.0343421,2.8578,0.784479,
Russia,2019-03-03,0.0356209,0.533178,0.749352,0.033012,2.83199,0.792084,
Russia,2019-03-04,0.0384022,0.669533,0.765403,0.0281532,2.89265,0.750371,
Russia,2019-03-05,0.0362891,0.677075,0.757366,0.0287726,2.86228,0.674791,
Russia,2019-03-06,0.0358398,0.674586,0.757734,0.0314237,2.86367,0.688719,
Russia,2019-03-07,0.0362596,0.675968,0.755042,0.0327642,2.85349,0.743496,
Russia,2019-03-08,0.0373333,0.65351,0.725242,0.0295729,2.74087,0.681526,
Russia,2019-03-09,0.0335508,0.580409,0.723485,0.0334009,2.73423,0.619652,
Russia,2019-03-10,0.0362449,0.508297,0.723635,0.0336725,2.7348,0.610365,
Russia,2019-03-11,0.0384831,0.542142,0.741718,0.0299826,2.80314,0.608672,
Russia,2019-03-12,0.0353891,0.674816,0.733782,0.0296913,2.77315,0.64021,
Russia,2019-03-13,0.0360049,0.671296,0.74301,0.0301186,2.80802,0.682812,
Russia,2019-03-14,0.0370054,0.672642,0.749379,0.0313684,2.83209,0.690637,
Russia,2019-03-15,0.0395116,0.67829,0.743455,0.0309363,2.8097,0.661253,
Russia,2019-03-16,0.0362725,0.601126,0.740346,0.0321285,2.79795,0.661803,
Russia,2019-03-17,0.0364571,0.509281,0.721214,0.032071,2.72565,0.638512,
Russia,2019-03-18,0.0378432,0.666119,0.729959,0.028623,2.7587,0.619618,
Russia,2019-03-19,0.035181,0.672902,0.722512,0.0299545,2.73056,0.622694,
Russia,2019-03-20,0.0368448,0.657015,0.721887,0.0298183,2.72819,0.615481,
Russia,2019-03-21,0.0369187,0.672923,0.723096,0.0319392,2.73276,0.610694,
Russia,2019-03-22,0.0393793,0.673704,0.720511,0.0312609,2.72299,0.611554,
Russia,2019-03-23,0.0353131,0.600351,0.709908,0.0335044,2.68292,0.608819,
Russia,2019-03-24,0.0356784,0.514723,0.696874,0.0327278,2.63366,0.61384,
Russia,2019-03-25,0.0382505,0.666558,0.699015,0.0308236,2.64175,0.592892,
Russia,2019-03-26,0.033818,0.673938,0.703028,0.0281147,2.65692,0.597686,
Russia,2019-03-27,0.0364006,0.671529,0.712121,0.03048,2.69129,0.610003,
Russia,2019-03-28,0.0360688,0.671757,0.715555,0.031848,2.70426,0.609798,
Russia,2019-03-29,0.0391183,0.678385,0.712538,0.0309871,2.69286,0.592423,
Russia,2019-03-30,0.0358172,0.599193,0.695887,0.0334826,2.62993,0.554217,
Russia,2019-03-31,0.0357349,0.522185,0.669386,0.03341,2.52978,0.48775,
Russia,2019-04-01,0.0398594,0.66749,0.815051,0.03044,2.59942,0.533577,
Russia,2019-04-02,0.0378692,0.672996,0.822248,0.0315734,2.62237,0.547675,
Russia,2019-04-03,0.038688,0.670723,0.828828,0.0315937,2.64335,0.544838,
