country,date,Domestic Aviation,Ground Transport,Industry,International Aviation,Power,Residential,country_enc
Brazil,2019-01-01,0.0237501,0.201663,0.222504,0.0184828,0.096799,0.0984519,
Brazil,2019-01-02,0.0329052,0.341199,0.268382,0.0198525,0.116758,0.0984519,
Brazil,2019-01-03,0.0333828,0.418676,0.260936,0.0210115,0.113519,0.0984519,
Brazil,2019-01-04,0.032854,0.443308,0.234829,0.020613,0.102161,0.0984519,
Brazil,2019-01-05,0.0312063,0.371087,0.250919,0.0222406,0.109161,0.0984519,
Brazil,2019-01-06,0.0296616,0.262905,0.255836,0.0218573,0.1113,0.0984519,
Brazil,2019-01-07,0.0327922,0.459458,0.23384,0.0212238,0.101731,0.0984519,
Brazil,2019-01-08,0.0325468,0.472862,0.24206,0.020844,0.105307,0.0984519,
Brazil,2019-01-09,0.0326431,0.470345,0.249163,0.0203214,0.108397,0.0984519,
Brazil,2019-01-10,0.0343967,0.474046,0.251331,0.0206771,0.10934,0.0984519,
Brazil,2019-01-11,0.0284469,0.494012,0.246069,0.0192639,0.107051,0.0984519,
Brazil,2019-01-12,0.0321828,0.428228,0.279905,0.0218722,0.121771,0.0984519,
Brazil,2019-01-13,0.0296433,0.298652,0.221858,0.021161,0.096518,0.0984519,
Brazil,2019-01-14,0.0327461,0.46998,0.335016,0.0203836,0.145747,0.0984519,
Brazil,2019-01-15,0.0335079,0.486994,0.339524,0.0200399,0.147708,0.0984519,
Brazil,2019-01-16,0.0288488,0.491746,0.389884,0.0183492,0.169617,0.0984519,
Brazil,2019-01-17,0.0328581,0.483121,0.401285,0.0195796,0.174577,0.0984519,
Brazil,2019-01-18,0.033092,0.495507,0.400099,0.0205982,0.174061,0.0984519,
Brazil,2019-01-19,0.0309893,0.459601,0.190249,0.0219612,0.082767,0.0984519,
Brazil,2019-01-20,0.0292442,0.384222,0.183188,0.0203391,0.079695,0.0984519,
Brazil,2019-01-21,0.0318397,0.490823,0.301399,0.0199263,0.131122,0.0984519,
Brazil,2019-01-22,0.0329621,0.496327,0.328334,0.0200272,0.14284,0.0984519,
Brazil,2019-01-23,0.0317342,0.49671,0.412548,0.0207997,0.179477,0.0984519,
Brazil,2019-01-24,0.0322682,0.500114,0.4022,0.0203219,0.174975,0.0984519,
Brazil,2019-01-25,0.0314528,0.49608,0.335621,0.0189173,0.14601,0.0984519,
Brazil,2019-01-26,0.0293967,0.45141,0.373989,0.0209432,0.162702,0.0984519,
Brazil,2019-01-27,0.0284614,0.373472,0.353621,0.0218115,0.153841,0.0984519,
Brazil,2019-01-28,0.026822,0.492372,0.387956,0.0192828,0.168778,0.0984519,
Brazil,2019-01-29,0.0320587,0.496229,0.451204,0.0192117,0.196294,0.0984519,
Brazil,2019-01-30,0.0317756,0.497581,0.457907,0.0206665,0.19921,0.0984519,
Brazil,2019-01-31,0.0326616,0.499154,0.490842,0.0197666,0.213538,0.0984519,
Brazil,2019-02-01,0.0316059,0.499291,0.322255,0.0205903,0.218506,0.109,
Brazil,2019-02-02,0.0293845,0.46094,0.305649,0.0215979,0.207246,0.109,
Brazil,2019-02-03,0.0274578,0.377633,0.319602,0.020178,0.216707,0.109,
Brazil,2019-02-04,0.0297768,0.49436,0.346566,0.0210879,0.23499,0.109,
Brazil,2019-02-05,0.0304193,0.497097,0.378057,0.0196874,0.256343,0.109,
Brazil,2019-02-06,0.0294781,0.500778,0.362029,0.0194661,0.245475,0.109,
Brazil,2019-02-07,0.0298718,0.49864,0.330624,0.0187767,0.224181,0.109,
Brazil,2019-02-08,0.0306863,0.501186,0.301902,0.0196012,0.204706,0.109,
Brazil,2019-02-09,0.0278309,0.463463,0.288802,0.0214904,0.195823,0.109,
Brazil,2019-02-10,0.0245902,0.380079,0.29175,0.0204245,0.197822,0.109,
Brazil,2019-02-11,0.0293931,0.495613,0.319985,0.0201243,0.216967,0.109,
Brazil,2019-02-12,0.0299079,0.496705,0.326614,0.0191869,0.221462,0.109,
Brazil,2019-02-13,0.0297843,0.491678,0.386521,0.0199491,0.262082,0.109,
Brazil,2019-02-14,0.0303362,0.497286,0.41928,0.0197883,0.284294,0.109,
Brazil,2019-02-15,0.0298689,0.50306,0.437986,0.0191028,0.296978,0.109,
Brazil,2019-02-16,0.0270528,0.464815,0.422585,0.0217214,0.286535,0.109,
Brazil,2019-02-17,0.0223052,0.37534,0.409786,0.019306,0.277857,0.109,
Brazil,2019-02-18,0.0299094,0.493391,0.390941,0.019158,0.265079,0.109,
Brazil,2019-02-19,0.0293566,0.49836,0.407775,0.0184604,0.276493,0.109,
Brazil,2019-02-20,0.028208,0.50886,0.413841,0.0191629,0.280606,0.109,
Brazil,2019-02-21,0.0290466,0.503133,0.382082,0.0198141,0.259072,0.109,
Brazil,2019-02-22,0.029117,0.5025,0.362728,0.0184479,0.245949,0.109,
Brazil,2019-02-23,0.027301,0.472344,0.270147,0.0224513,0.183174,0.109,
Brazil,2019-02-24,0.0235977,0.402351,0.291678,0.0202246,0.197773,0.109,
Brazil,2019-02-25,0.0285362,0.494971,0.359171,0.0192216,0.243537,0.109,
Brazil,2019-02-26,0.0284288,0.478189,0.377804,0.0186192,0.256171,0.109,
Brazil,2019-02-27,0.0296819,0.475506,0.348971,0.0196196,0.236621,0.109,
Brazil,2019-02-28,0.0290366,0.487191,0.321868,0.0204097,0.218244,0.109,
Brazil,2019-03-01,0.0315528,0.501611,0.420091,0.0205449,0.234223,0.0984519,
Brazil,2019-03-02,0.0298986,0.461823,0.379128,0.0241272,0.211384,0.0984519,
Brazil,2019-03-03,0.017829,0.365548,0.351678,0.0203022,0.196079,0.0984519,
Brazil,2019-03-04,0.0173235,0.420862,0.360882,0.019976,0.201211,0.0984519,
Brazil,2019-03-05,0.0213596,0.371032,0.357539,0.0185695,0.199347,0.0984519,
Brazil,2019-03-06,0.0304408,0.437659,0.355735,0.0184742,0.198341,0.0984519,
Brazil,2019-03-07,0.0281132,0.489928,0.316791,0.0188529,0.176628,0.0984519,
Brazil,2019-03-08,0.027081,0.49475,0.284398,0.0203437,0.158567,0.0984519,
Brazil,2019-03-09,0.0268808,0.467519,0.294085,0.0205803,0.163968,0.0984519,
Brazil,2019-03-10,0.024849,0.384272,0.28172,0.0197633,0.157074,0.0984519,
Brazil,2019-03-11,0.0284848,0.495565,0.292171,0.0199577,0.162901,0.0984519,
Brazil,2019-03-12,0.0285534,0.499718,0.314149,0.018583,0.175155,0.0984519,
Brazil,2019-03-13,0.0292805,0.502264,0.308189,0.0175212,0.171832,0.0984519,
Brazil,2019-03-14,0.0287177,0.502138,0.330623,0.0183187,0.18434,0.0984519,
Brazil,2019-03-15,0.0301611,0.504097,0.314476,0.0179047,0.175337,0.0984519,
Brazil,2019-03-16,0.0275942,0.472735,0.256072,0.0201075,0.142774,0.0984519,
Brazil,2019-03-17,0.0232755,0.400255,0.282233,0.0184586,0.15736,0.0984519,
Brazil,2019-03-18,0.028442,0.494645,0.348359,0.01822,0.194229,0.0984519,
Brazil,2019-03-19,0.0283967,0.499848,0.338827,0.017899,0.188914,0.0984519,
Brazil,2019-03-20,0.0287464,0.49909,0.352481,0.0160666,0.196527,0.0984519,
Brazil,2019-03-21,0.0288122,0.503699,0.351357,0.0185958,0.1959,0.0984519,
Brazil,2019-03-22,0.0300468,0.502661,0.362538,0.0175204,0.202134,0.0984519,
Brazil,2019-03-23,0.0273261,0.466455,0.364491,0.0191942,0.203223,0.0984519,
Brazil,2019-03-24,0.0232856,0.374444,0.335163,0.0181557,0.186871,0.0984519,
Brazil,2019-03-25,0.0278549,0.494223,0.341305,0.0192418,0.190296,0.0984519,
Brazil,2019-03-26,0.0214318,0.499197,0.352076,0.0154354,0.196301,0.0984519,
Brazil,2019-03-27,0.0288607,0.50034,0.285017,0.0162304,0.158912,0.0984519,
Brazil,2019-03-28,0.0285907,0.501709,0.288661,0.0184375,0.160944,0.0984519,
Brazil,2019-03-29,0.0300178,0.502477,0.294212,0.0171823,0.164039,0.0984519,
Brazil,2019-03-30,0.0280209,0.469016,0.306545,0.0200652,0.170915,0.0984519,
Brazil,2019-03-31,0.0228837,0.359667,0.287908,0.0190309,0.160524,0.0984519,
Brazil,2019-04-01,0.028684,0.490065,0.330852,0.0179014,0.146814,0.101734,
Brazil,2019-04-02,0.0277258,0.498424,0.402818,0.0166417,0.178749,0.101734,
Brazil,2019-04-03,0.0276379,0.500406,0.3769,0.015971,0.167248,0.101734,
Brazil,2019-04-04,0.0277429,0.50153,0.418197,0.0162927,0.185573,0.101734,
Brazil,2019-04-05,0.0285332,0.504113,0.453406,0.0168216,0.201197,0.101734,
Brazil,2019-04-06,0.0257699,0.480793,0.377256,0.019127,0.167406,0.101734,
Brazil,2019-04-07,0.0220925,0.394588,0.329599,0.0173478,0.146258,0.101734,
Brazil,2019-04-08,0.0281379,0.495258,0.313628,0.0182026,0.139171,0.101734,
Brazil,2019-04-09,0.0263166,0.499906,0.338786,0.0171389,0.150335,0.101734,
Brazil,2019-04-10,0.0284615,0.499115,0.421376,0.0204966,0.186984,0.101734,
Brazil,2019-04-11,0.0217914,0.501636,0.424739,0.0119651,0.188476,0.101734,
Brazil,2019-04-12,0.028623,0.481189,0.415454,0.0174799,0.184356,0.101734,
Brazil,2019-04-13,0.0258671,0.468994,0.32629,0.0190895,0.14479,0.101734,
Brazil,2019-04-14,0.0217969,0.388326,0.297222,0.0179014,0.131891,0.101734,
Brazil,2019-04-15,0.0277094,0.490718,0.311935,0.017215,0.13842,0.101734,
Brazil,2019-04-16,0.0265208,0.499308,0.325256,0.01634,0.144331,0.101734,
Brazil,2019-04-17,0.0271812,0.501585,0.345184,0.0164989,0.153174,0.101734,
Brazil,2019-04-18,0.0276714,0.502418,0.37741,0.0184208,0.167474,0.101734,
Brazil,2019-04-19,0.0248476,0.441043,0.345727,0.0174754,0.153415,0.101734,
Brazil,2019-04-20,0.0155715,0.401521,0.347352,0.017527,0.154136,0.101734,
Brazil,2019-04-21,0.0213076,0.325417,0.291791,0.0185711,0.129481,0.101734,
Brazil,2019-04-22,0.0290523,0.480216,0.302017,0.0176463,0.134019,0.101734,
Brazil,2019-04-23,0.0280708,0.472056,0.305981,0.0179996,0.135778,0.101734,
Brazil,2019-04-24,0.026665,0.497644,0.312674,0.0162022,0.138748,0.101734,
Brazil,2019-04-25,0.0257051,0.499901,0.311063,0.0172682,0.138033,0.101734,
Brazil,2019-04-26,0.0271663,0.501617,0.312294,0.0168815,0.138579,0.101734,
Brazil,2019-04-27,0.0237499,0.471009,0.321754,0.018159,0.142777,0.101734,
Brazil,2019-04-28,0.0190257,0.385564,0.33381,0.0181141,0.148127,0.101734,
Brazil,2019-04-29,0.0242809,0.489791,0.405013,0.0172963,0.179723,0.101734,
Brazil,2019-04-30,0.0254249,0.499371,0.420112,0.0156085,0.186423,0.101734,
Brazil,2019-05-01,0.0217511,0.437199,0.397132,0.0179831,0.146437,0.0984519,
Brazil,2019-05-02,0.022775,0.491374,0.393487,0.0171703,0.145093,0.0984519,
Brazil,2019-05-03,0.0258816,0.499777,0.381085,0.016957,0.14052,0.0984519,
Brazil,2019-05-04,0.0232907,0.468417,0.307537,0.0183275,0.1134,0.0984519,
Brazil,2019-05-05,0.0200575,0.377029,0.309362,0.0178847,0.114073,0.0984519,
Brazil,2019-05-06,0.0257078,0.49001,0.358494,0.0176291,0.13219,0.0984519,
Brazil,2019-05-07,0.0257851,0.498282,0.399502,0.0168815,0.147311,0.0984519,
Brazil,2019-05-08,0.0249715,0.498423,0.431829,0.0158558,0.159231,0.0984519,
Brazil,2019-05-09,0.0258387,0.499195,0.377174,0.0175186,0.139078,0.0984519,
Brazil,2019-05-10,0.0255683,0.50254,0.353995,0.0163658,0.130531,0.0984519,
Brazil,2019-05-11,0.0228106,0.47755,0.276129,0.0174138,0.101819,0.0984519,
Brazil,2019-05-12,0.0186623,0.397299,0.272932,0.0176746,0.10064,0.0984519,
Brazil,2019-05-13,0.0250603,0.488003,0.307409,0.0170596,0.113353,0.0984519,
Brazil,2019-05-14,0.023888,0.495625,0.393544,0.0164938,0.145114,0.0984519,
Brazil,2019-05-15,0.0247091,0.498989,0.44119,0.0151084,0.162683,0.0984519,
Brazil,2019-05-16,0.0251154,0.500842,0.459862,0.0172861,0.169568,0.0984519,
Brazil,2019-05-17,0.0254216,0.503326,0.394544,0.0178097,0.145483,0.0984519,
Brazil,2019-05-18,0.0226782,0.470655,0.376735,0.0177375,0.138916,0.0984519,
Brazil,2019-05-19,0.0189173,0.377609,0.383846,0.0180612,0.141538,0.0984519,
Brazil,2019-05-20,0.0237571,0.486957,0.398897,0.0166693,0.147088,0.0984519,
Brazil,2019-05-21,0.0250349,0.495771,0.399437,0.0164884,0.147287,0.0984519,
Brazil,2019-05-22,0.0241417,0.498669,0.385091,0.0164015,0.141997,0.0984519,
Brazil,2019-05-23,0.0239874,0.501136,0.397037,0.0170156,0.146402,0.0984519,
Brazil,2019-05-24,0.0251709,0.502869,0.409232,0.0171393,0.150899,0.0984519,
Brazil,2019-05-25,0.0229761,0.471916,0.358318,0.0179012,0.132125,0.0984519,
Brazil,2019-05-26,0.0192366,0.377215,0.339524,0.0175722,0.125195,0.0984519,
Brazil,2019-05-27,0.0250874,0.488141,0.350923,0.0169293,0.129398,0.0984519,
Brazil,2019-05-28,0.0248262,0.497245,0.35057,0.0169695,0.129268,0.0984519,
Brazil,2019-05-29,0.0256359,0.496941,0.349971,0.0158493,0.129047,0.0984519,
Brazil,2019-05-30,0.0248404,0.498945,0.350261,0.0168558,0.129154,0.0984519,
Brazil,2019-05-31,0.0258451,0.502359,0.363449,0.0170418,0.134017,0.0984519,
Brazil,2019-06-01,0.0232703,0.472046,0.299337,0.0179644,0.106861,0.101734,
Brazil,2019-06-02,0.0201877,0.385993,0.295945,0.0177566,0.10565,0.101734,
Brazil,2019-06-03,0.0257592,0.493101,0.313654,0.0183787,0.111972,0.101734,
Brazil,2019-06-04,0.0257304,0.499117,0.305287,0.0165116,0.108985,0.101734,
Brazil,2019-06-05,0.0254472,0.500874,0.297223,0.0155218,0.106106,0.101734,
Brazil,2019-06-06,0.0257974,0.501186,0.305312,0.0175778,0.108994,0.101734,
Brazil,2019-06-07,0.0259454,0.449291,0.307408,0.0166568,0.109742,0.101734,
Brazil,2019-06-08,0.0246208,0.472046,0.303402,0.0182701,0.108312,0.101734,
Brazil,2019-06-09,0.0201749,0.385993,0.304113,0.0175714,0.108566,0.101734,
Brazil,2019-06-10,0.025502,0.493101,0.323035,0.0186924,0.115321,0.101734,
Brazil,2019-06-11,0.0252755,0.499117,0.30529,0.0158343,0.108986,0.101734,
Brazil,2019-06-12,0.0253068,0.500874,0.328321,0.0152789,0.117208,0.101734,
Brazil,2019-06-13,0.0246422,0.501186,0.325262,0.0177606,0.116116,0.101734,
Brazil,2019-06-14,0.0267992,0.449291,0.306004,0.017244,0.109241,0.101734,
Brazil,2019-06-15,0.0233379,0.472046,0.329235,0.01845,0.117534,0.101734,
Brazil,2019-06-16,0.0209818,0.385993,0.373549,0.0172499,0.133354,0.101734,
Brazil,2019-06-17,0.0258848,0.493101,0.384816,0.0179815,0.137376,0.101734,
Brazil,2019-06-18,0.0259365,0.499117,0.387656,0.0164651,0.13839,0.101734,
Brazil,2019-06-19,0.0272034,0.500874,0.347176,0.0164198,0.123939,0.101734,
Brazil,2019-06-20,0.0269974,0.501186,0.328921,0.0191509,0.117422,0.101734,
Brazil,2019-06-21,0.0175929,0.449291,0.36946,0.0171545,0.131894,0.101734,
Brazil,2019-06-22,0.0167954,0.472046,0.392866,0.0182873,0.14025,0.101734,
Brazil,2019-06-23,0.0210807,0.385993,0.390359,0.017609,0.139355,0.101734,
Brazil,2019-06-24,0.0273624,0.493101,0.448361,0.0184239,0.160061,0.101734,
Brazil,2019-06-25,0.0265473,0.499117,0.47751,0.0173439,0.170467,0.101734,
Brazil,2019-06-26,0.0260177,0.500874,0.470538,0.016826,0.167978,0.101734,
Brazil,2019-06-27,0.0262108,0.501186,0.450739,0.0173864,0.16091,0.101734,
Brazil,2019-06-28,0.0267347,0.449291,0.435495,0.0185795,0.155468,0.101734,
Brazil,2019-06-29,0.0246193,0.472046,0.415976,0.0195689,0.1485,0.101734,
Brazil,2019-06-30,0.0212944,0.385993,0.401247,0.0190192,0.143242,0.101734,
Brazil,2019-07-01,0.02792,0.493101,0.326624,0.0182378,0.199266,0.0984519,
Brazil,2019-07-02,0.0282446,0.499117,0.359664,0.0179931,0.219423,0.0984519,
Brazil,2019-07-03,0.0287083,0.500874,0.369089,0.0166611,0.225173,0.0984519,
Brazil,2019-07-04,0.0288951,0.501186,0.377262,0.0183174,0.230159,0.0984519,
Brazil,2019-07-05,0.0287895,0.449291,0.360058,0.0176874,0.219663,0.0984519,
Brazil,2019-07-06,0.0276833,0.472046,0.27797,0.0182889,0.169583,0.0984519,
Brazil,2019-07-07,0.0240037,0.385993,0.280979,0.0199579,0.171419,0.0984519,
Brazil,2019-07-08,0.0283316,0.493101,0.321879,0.0183397,0.196371,0.0984519,
Brazil,2019-07-09,0.0286445,0.499117,0.371366,0.0172669,0.226562,0.0984519,
Brazil,2019-07-10,0.0292161,0.500874,0.34405,0.0171811,0.209897,0.0984519,
Brazil,2019-07-11,0.0295368,0.501186,0.360371,0.0178916,0.219854,0.0984519,
Brazil,2019-07-12,0.0295518,0.449291,0.379934,0.0181636,0.231789,0.0984519,
Brazil,2019-07-13,0.0282339,0.472046,0.348841,0.0190412,0.21282,0.0984519,
Brazil,2019-07-14,0.0246538,0.385993,0.345935,0.0188644,0.211047,0.0984519,
Brazil,2019-07-15,0.0297677,0.493101,0.400351,0.0188008,0.244245,0.0984519,
Brazil,2019-07-16,0.0292757,0.499117,0.42788,0.0185535,0.26104,0.0984519,
Brazil,2019-07-17,0.0298417,0.500874,0.427022,0.0173962,0.260516,0.0984519,
Brazil,2019-07-18,0.0300508,0.501186,0.393445,0.0183012,0.240032,0.0984519,
Brazil,2019-07-19,0.0310807,0.449291,0.397156,0.0181805,0.242296,0.0984519,
Brazil,2019-07-20,0.0283418,0.472046,0.2759,0.0194825,0.16832,0.0984519,
Brazil,2019-07-21,0.0251545,0.385993,0.272036,0.0190857,0.165963,0.0984519,
Brazil,2019-07-22,0.0294838,0.493101,0.372756,0.0182052,0.22741,0.0984519,
Brazil,2019-07-23,0.0295523,0.499117,0.437953,0.0173354,0.267185,0.0984519,
Brazil,2019-07-24,0.0293222,0.500874,0.449373,0.01857,0.274152,0.0984519,
Brazil,2019-07-25,0.0300061,0.501186,0.427585,0.0191616,0.26086,0.0984519,
Brazil,2019-07-26,0.0309232,0.449291,0.410137,0.0177816,0.250215,0.0984519,
Brazil,2019-07-27,0.0288005,0.472046,0.388333,0.0195233,0.236913,0.0984519,
Brazil,2019-07-28,0.0257621,0.385993,0.376841,0.0189412,0.229902,0.0984519,
Brazil,2019-07-29,0.0300663,0.493101,0.43137,0.0188412,0.263169,0.0984519,
Brazil,2019-07-30,0.0299771,0.499117,0.479698,0.0175783,0.292653,0.0984519,
Brazil,2019-07-31,0.0298751,0.500874,0.470136,0.0178631,0.286819,0.0984519,
Brazil,2019-08-01,0.02857,0.501186,0.396395,0.018751,0.285478,0.0984519,
Brazil,2019-08-02,0.0286431,0.449291,0.405063,0.0173928,0.291721,0.0984519,
Brazil,2019-08-03,0.0271567,0.472046,0.384996,0.0187861,0.277269,0.0984519,
Brazil,2019-08-04,0.0233044,0.385993,0.301186,0.0189425,0.21691,0.0984519,
Brazil,2019-08-05,0.0266288,0.493101,0.31765,0.0182128,0.228767,0.0984519,
Brazil,2019-08-06,0.0273302,0.499117,0.353206,0.0165713,0.254374,0.0984519,
Brazil,2019-08-07,0.0271893,0.500874,0.389458,0.0176902,0.280482,0.0984519,
Brazil,2019-08-08,0.0273878,0.501186,0.411902,0.0176885,0.296646,0.0984519,
Brazil,2019-08-09,0.0281304,0.449291,0.388752,0.0180751,0.279974,0.0984519,
Brazil,2019-08-10,0.0254588,0.472046,0.380305,0.0189326,0.27389,0.0984519,
Brazil,2019-08-11,0.0222243,0.385993,0.347309,0.0184935,0.250127,0.0984519,
Brazil,2019-08-12,0.0267803,0.493101,0.36539,0.0177885,0.263149,0.0984519,
Brazil,2019-08-13,0.0273419,0.499117,0.379512,0.0174991,0.273319,0.0984519,
Brazil,2019-08-14,0.0263868,0.500874,0.385431,0.017234,0.277582,0.0984519,
Brazil,2019-08-15,0.0272154,0.501186,0.381292,0.0174545,0.274601,0.0984519,
Brazil,2019-08-16,0.0277624,0.449291,0.38368,0.0175381,0.276321,0.0984519,
Brazil,2019-08-17,0.0265686,0.472046,0.392267,0.0177646,0.282505,0.0984519,
Brazil,2019-08-18,0.0228337,0.385993,0.40073,0.0181715,0.2886,0.0984519,
Brazil,2019-08-19,0.0271766,0.493101,0.421862,0.0178565,0.303819,0.0984519,
Brazil,2019-08-20,0.0276128,0.499117,0.441555,0.0169743,0.318002,0.0984519,
Brazil,2019-08-21,0.0271877,0.500874,0.426218,0.016702,0.306956,0.0984519,
Brazil,2019-08-22,0.0275489,0.501186,0.438819,0.0182283,0.316031,0.0984519,
Brazil,2019-08-23,0.0278873,0.449291,0.439331,0.01776,0.3164,0.0984519,
Brazil,2019-08-24,0.026349,0.472046,0.327228,0.0185676,0.235665,0.0984519,
Brazil,2019-08-25,0.0227942,0.385993,0.301596,0.0180472,0.217205,0.0984519,
Brazil,2019-08-26,0.0279483,0.493101,0.375345,0.0182012,0.270318,0.0984519,
Brazil,2019-08-27,0.0276578,0.499117,0.384719,0.0160786,0.277069,0.0984519,
Brazil,2019-08-28,0.0275165,0.500874,0.405098,0.0179741,0.291746,0.0984519,
Brazil,2019-08-29,0.0281032,0.501186,0.423218,0.0189761,0.304796,0.0984519,
Brazil,2019-08-30,0.02753,0.449291,0.427608,0.0179573,0.307957,0.0984519,
Brazil,2019-08-31,0.0251788,0.472046,0.382178,0.0186887,0.275239,0.0984519,
Brazil,2019-09-01,0.0224065,0.385993,0.354812,0.0173548,0.263623,0.101734,
Brazil,2019-09-02,0.027694,0.493101,0.349057,0.0176727,0.259347,0.101734,
Brazil,2019-09-03,0.0268955,0.499117,0.368371,0.0161673,0.273697,0.101734,
Brazil,2019-09-04,0.0277379,0.500874,0.377856,0.0164859,0.280744,0.101734,
Brazil,2019-09-05,0.0281128,0.501186,0.386706,0.0178093,0.28732,0.101734,
Brazil,2019-09-06,0.0282006,0.449291,0.405981,0.0175064,0.301641,0.101734,
Brazil,2019-09-07,0.0260437,0.472046,0.363504,0.0186613,0.270081,0.101734,
Brazil,2019-09-08,0.0223683,0.385993,0.346515,0.0181527,0.257458,0.101734,
Brazil,2019-09-09,0.0275396,0.493101,0.3746,0.0175131,0.278325,0.101734,
Brazil,2019-09-10,0.0282209,0.499117,0.375472,0.016785,0.278973,0.101734,
Brazil,2019-09-11,0.0273545,0.500874,0.364355,0.0164274,0.270713,0.101734,
Brazil,2019-09-12,0.0275477,0.501186,0.39554,0.018299,0.293883,0.101734,
Brazil,2019-09-13,0.0280718,0.449291,0.397184,0.0178649,0.295105,0.101734,
Brazil,2019-09-14,0.0263362,0.472046,0.38755,0.0189025,0.287947,0.101734,
Brazil,2019-09-15,0.0227096,0.385993,0.36429,0.0190722,0.270665,0.101734,
Brazil,2019-09-16,0.0279658,0.493101,0.392842,0.0178315,0.291879,0.101734,
Brazil,2019-09-17,0.0268059,0.499117,0.387904,0.0163611,0.28821,0.101734,
Brazil,2019-09-18,0.0283042,0.500874,0.38681,0.0172017,0.287397,0.101734,
Brazil,2019-09-19,0.0277602,0.501186,0.395176,0.0175252,0.293613,0.101734,
Brazil,2019-09-20,0.029088,0.449291,0.372803,0.0181369,0.27699,0.101734,
Brazil,2019-09-21,0.0268363,0.472046,0.372251,0.0182816,0.27658,0.101734,
Brazil,2019-09-22,0.0226259,0.385993,0.378215,0.0188286,0.281011,0.101734,
Brazil,2019-09-23,0.0274854,0.493101,0.38572,0.0177031,0.286587,0.101734,
Brazil,2019-09-24,0.0283633,0.499117,0.381117,0.016898,0.283167,0.101734,
Brazil,2019-09-25,0.0277655,0.500874,0.37962,0.0162998,0.282055,0.101734,
Brazil,2019-09-26,0.0284995,0.501186,0.389723,0.0180487,0.289561,0.101734,
Brazil,2019-09-27,0.0295844,0.449291,0.389595,0.0164365,0.289466,0.101734,
Brazil,2019-09-28,0.0279383,0.472046,0.388187,0.0179256,0.28842,0.101734,
Brazil,2019-09-29,0.0236284,0.385993,0.388487,0.0184553,0.288643,0.101734,
Brazil,2019-09-30,0.0282564,0.493101,0.398253,0.0171301,0.295899,0.101734,
Brazil,2019-10-01,0.0282301,0.499117,0.366693,0.0171268,0.282653,0.0984519,
Brazil,2019-10-02,0.0291971,0.500874,0.35755,0.0164505,0.275606,0.0984519,
Brazil,2019-10-03,0.0292454,0.501186,0.370102,0.0169642,0.285281,0.0984519,
Brazil,2019-10-04,0.02982,0.449291,0.375482,0.0164845,0.289428,0.0984519,
Brazil,2019-10-05,0.0272818,0.472046,0.386115,0.018739,0.297624,0.0984519,
Brazil,2019-10-06,0.0237032,0.385993,0.389456,0.017418,0.300199,0.0984519,
Brazil,2019-10-07,0.0284571,0.493101,0.398114,0.0175294,0.306873,0.0984519,
Brazil,2019-10-08,0.0285612,0.499117,0.413761,0.0166142,0.318934,0.0984519,
Brazil,2019-10-09,0.0278407,0.500874,0.424575,0.0165294,0.32727,0.0984519,
Brazil,2019-10-10,0.0291534,0.501186,0.417051,0.0170456,0.32147,0.0984519,
Brazil,2019-10-11,0.0291577,0.449291,0.414991,0.017124,0.319882,0.0984519,
Brazil,2019-10-12,0.0276292,0.472046,0.353273,0.0188534,0.272309,0.0984519,
Brazil,2019-10-13,0.0228519,0.385993,0.317205,0.0182043,0.244507,0.0984519,
Brazil,2019-10-14,0.0287784,0.493101,0.372272,0.0172005,0.286954,0.0984519,
Brazil,2019-10-15,0.0284835,0.499117,0.41698,0.0172832,0.321415,0.0984519,
Brazil,2019-10-16,0.0285122,0.500874,0.424223,0.0165685,0.326998,0.0984519,
Brazil,2019-10-17,0.0281715,0.501186,0.394442,0.0169349,0.304043,0.0984519,
Brazil,2019-10-18,0.0291202,0.449291,0.397599,0.0166729,0.306476,0.0984519,
Brazil,2019-10-19,0.0273382,0.472046,0.364105,0.017319,0.280658,0.0984519,
Brazil,2019-10-20,0.0230096,0.385993,0.363439,0.0171859,0.280145,0.0984519,
Brazil,2019-10-21,0.029005,0.493101,0.395095,0.0167507,0.304546,0.0984519,
Brazil,2019-10-22,0.0280536,0.492297,0.39341,0.0171387,0.303247,0.0984519,
Brazil,2019-10-23,0.0285077,0.500842,0.384781,0.0154803,0.296596,0.0984519,
Brazil,2019-10-24,0.029023,0.499722,0.395109,0.0168698,0.304557,0.0984519,
Brazil,2019-10-25,0.0286052,0.503432,0.392485,0.0167993,0.302534,0.0984519,
Brazil,2019-10-26,0.0276641,0.474456,0.401423,0.017629,0.309424,0.0984519,
Brazil,2019-10-27,0.0246265,0.396749,0.41385,0.0169107,0.319003,0.0984519,
Brazil,2019-10-28,0.0286082,0.491244,0.419926,0.0167047,0.323686,0.0984519,
Brazil,2019-10-29,0.0297555,0.49977,0.434922,0.0167989,0.335245,0.0984519,
Brazil,2019-10-30,0.0299249,0.501732,0.401155,0.0161599,0.309217,0.0984519,
Brazil,2019-10-31,0.0305845,0.502327,0.378013,0.0163912,0.291379,0.0984519,
Brazil,2019-11-01,0.0304363,0.50489,0.366604,0.0174454,0.310592,0.101734,
Brazil,2019-11-02,0.0275931,0.437613,0.381258,0.0166958,0.323007,0.101734,
Brazil,2019-11-03,0.0239668,0.370138,0.353323,0.016984,0.29934,0.101734,
Brazil,2019-11-04,0.0295617,0.498347,0.346207,0.0174413,0.293312,0.101734,
